entrada,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over15,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_Under15,FT_Odd_Under25
BTTS_SIM,10.10.2023,00:00,ECUADOR - LIGA PRO - SECOND STAGE - ROUND 24,Libertad,Guayaquil City,1.75,3.25,4.5,1.4,2.25,2.1,2.75,1.62
